id,Year,Month,Day,Hour,Minute,Temperature.daily.mean..2.m.above.gnd.,Relative.Humidity.daily.mean..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.mean..MSL.,Total.Precipitation.daily.sum..sfc.,Snowfall.amount.raw.daily.sum..sfc.,Total.Cloud.Cover.daily.mean..sfc.,High.Cloud.Cover.daily.mean..high.cld.lay.,Medium.Cloud.Cover.daily.mean..mid.cld.lay.,Low.Cloud.Cover.daily.mean..low.cld.lay.,Sunshine.Duration.daily.sum..sfc.,Shortwave.Radiation.daily.sum..sfc.,Wind.Speed.daily.mean..10.m.above.gnd.,Wind.Direction.daily.mean..10.m.above.gnd.,Wind.Speed.daily.mean..80.m.above.gnd.,Wind.Direction.daily.mean..80.m.above.gnd.,Wind.Speed.daily.mean..900.mb.,Wind.Direction.daily.mean..900.mb.,Wind.Gust.daily.mean..sfc.,Temperature.daily.max..2.m.above.gnd.,Temperature.daily.min..2.m.above.gnd.,Relative.Humidity.daily.max..2.m.above.gnd.,Relative.Humidity.daily.min..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.max..MSL.,Mean.Sea.Level.Pressure.daily.min..MSL.,Total.Cloud.Cover.daily.max..sfc.,Total.Cloud.Cover.daily.min..sfc.,High.Cloud.Cover.daily.max..high.cld.lay.,High.Cloud.Cover.daily.min..high.cld.lay.,Medium.Cloud.Cover.daily.max..mid.cld.lay.,Medium.Cloud.Cover.daily.min..mid.cld.lay.,Low.Cloud.Cover.daily.max..low.cld.lay.,Low.Cloud.Cover.daily.min..low.cld.lay.,Wind.Speed.daily.max..10.m.above.gnd.,Wind.Speed.daily.min..10.m.above.gnd.,Wind.Speed.daily.max..80.m.above.gnd.,Wind.Speed.daily.min..80.m.above.gnd.,Wind.Speed.daily.max..900.mb.,Wind.Speed.daily.min..900.mb.,Wind.Gust.daily.max..sfc.,Wind.Gust.daily.min..sfc.,pluie.demain
2346,2016,11,1,0,0,11.13,71.21,1024,0,0,1.99,6.62,0,0,591.97,2903.18,7.67,165.91,14.73,170.05,29.68,264.15,11.44,17.34,6.33,83,46,1027.9,1019.9,6.9,0,23,0,0,0,0,0,14.19,0,27.87,0.51,54.36,13.72,21.6,3.6,TRUE
2350,2016,11,5,0,0,11.99,79.12,1004.17,8.9,0,100,62.12,98.71,97.25,0,643.47,11.15,233.15,16.19,239.63,43.03,265.24,25.65,15.56,8.89,92,67,1009.5,998.8,100,100,100,7,100,79,100,34,25.28,3.4,31.22,1.14,69.56,19.47,37.44,11.52,TRUE
2352,2016,11,7,0,0,3.65,74.83,1009.59,1.3,0,50.21,0,23.12,46.92,160.66,1236.21,10.79,233.37,15.61,246.62,20.78,270.92,17.31,5.98,0.94,87,57,1011.8,1006.5,100,0,0,0,100,0,100,0,16.58,5.8,19.09,8.79,27.45,7.56,22.32,10.08,TRUE
2354,2016,11,9,0,0,3.79,77,1007.03,4.8,0,70.08,42.42,68.79,62.33,0,477.93,22.12,208.47,29.12,216.98,55.96,244.8,34.86,7.76,0.24,91,58,1014.2,1002.2,100,0,100,0,100,0,100,0,39.83,7.65,51.08,10.82,90.78,29.8,57.96,16.56,TRUE
2356,2016,11,11,0,0,6.33,80.25,1017.59,5.3,0,84.04,0.62,27.92,83.38,182.55,1375.94,24.38,287.06,31.61,288.68,49.12,284.18,31.96,8.21,4.73,86,70,1024.7,1010.9,100,0,15,0,100,0,100,0,31.85,15.95,41.75,20.32,68.94,27.76,40.68,18,TRUE
2358,2016,11,13,0,0,6.07,70.96,1026.24,0,0,94.62,22.42,65.75,86.12,14.04,1787.12,10.49,105.97,16.01,112.09,11.48,168.32,10.71,10.47,1.53,89,52,1030.2,1024.1,100,32,100,0,100,0,100,0,15.99,4.9,22.87,10.48,19.96,3.26,19.08,2.52,FALSE
2360,2016,11,15,0,0,5.39,63.33,1035.25,0,0,84.6,9.29,42.79,72.83,1.28,1660.74,4.98,200.73,5.47,217.41,17.88,277.64,10.43,9.33,1.3,80,43,1037.6,1032.4,100,5.1,36,0,100,0,100,0,11.66,2.52,14.04,0.8,27.55,2.52,18.36,1.8,TRUE
2364,2016,11,19,0,0,7.34,77.33,1014.6,4.3,0,75.78,39,74.12,51.08,265.96,1570.85,11.41,205.87,15.75,218.13,35.08,251.14,24.21,8.93,5.06,93,61,1017,1013.4,100,4.2,100,0,100,0,100,0,25.76,4.39,32.49,5.86,50.34,12.07,36.36,12.96,FALSE
2368,2016,11,23,0,0,11.19,82.12,1018.78,0.1,0,77.86,74.75,76.58,24.42,35.74,1636.71,5.82,190.9,9.49,185.99,18.02,129.45,11.4,15.56,9,96,69,1021.7,1016.6,100,7.2,100,14,100,0,100,0,10.51,1.44,16.99,3.4,29.3,6.99,21.6,3.6,FALSE
2370,2016,11,25,0,0,6.76,87.96,1017.87,1.5,0,100,67.12,77.33,91.42,0,1162.34,5.23,245.03,6.59,245.65,31.39,124.67,11.83,8.14,5.02,97,78,1021,1016,100,100,100,7,100,0,100,0,7.9,2.28,11.89,1.08,56.28,0.36,23.4,1.08,TRUE
2372,2016,11,27,0,0,7.28,81.75,1021.2,0,0,82.58,18.75,28,64.12,6.38,1378.61,7.14,204.7,8.83,194.86,12.2,206.71,8.17,9.54,4.47,95,68,1023.5,1018.5,100,6,100,0,100,0,100,0,14.33,1.84,18.58,1.94,42.85,5,15.12,2.52,FALSE
2374,2016,11,29,0,0,0.85,55.08,1033.47,0,0,0,0,0,0,530.12,2022.08,11.79,130.34,17.48,114.09,50.77,105.04,21.48,4.35,-1.16,66,43,1037.3,1029.7,0,0,0,0,0,0,0,0,25.22,1.08,34.94,3.4,82.89,6.83,38.16,3.96,FALSE
2378,2016,12,3,0,0,1.83,81.17,1025.82,0,0,24.42,1.12,0,24.42,324.4,1894.81,6.43,124.51,11.53,121.61,33.45,93.12,13.02,7.31,-0.64,96,56,1028.6,1022.8,100,0,9,0,0,0,100,0,14.78,0,24.91,1.3,48.73,20.28,19.08,6.84,FALSE
2380,2016,12,5,0,0,2.68,77.71,1031.1,0,0,0,0,0,0,580.71,1838.74,9.75,108.99,17.81,115.4,6.2,158.22,8.18,7.97,-1.4,92,65,1033.5,1028,0,0,0,0,0,0,0,0,12.41,6.48,28.04,8.21,9.5,1.14,17.28,2.52,FALSE
2382,2016,12,7,0,0,3.78,76.96,1036.99,0,0,17.86,21.04,14.5,0.21,419.05,1883.24,4.25,128.93,7.95,134.06,18.53,101.79,7.2,8.8,0.65,97,49,1039,1033.7,100,0,100,0,100,0,2,0,9.36,0,13.56,2.28,22.96,6.29,13.32,1.08,FALSE
2384,2016,12,9,0,0,7,52.21,1034.34,0,0,34.81,36.79,33.58,0,186.56,1673.2,5.84,120.11,7.45,143.11,25.62,260.86,8.85,9.41,5.31,69,41,1036.7,1031.4,100,0,100,0,100,0,0,0,7.63,3.42,13.56,2.28,51.35,12.22,18.72,1.44,FALSE
2390,2016,12,15,0,0,3.97,66.17,1026.79,0,0,1.44,4.79,0,0,564.79,1784.45,8.09,112.91,18.92,118.99,12.71,169.25,11.97,8.45,1.66,83,51,1028.8,1024.6,5.7,0,19,0,0,0,0,0,12.18,6.15,28.86,10.14,25.07,0.72,18.36,4.32,FALSE
2394,2016,12,19,0,0,2.33,81.96,1028.49,0,0,65.62,0.71,8.5,58.25,271.27,1613.57,6.42,141.93,9.58,161.24,21.66,94.48,12.64,6.8,-0.67,95,57,1033.4,1024.5,100,0,15,0,100,0,100,0,17.41,2.04,20.42,1.3,45.41,3.22,25.2,3.96,FALSE
2398,2016,12,23,0,0,6.66,86.92,1037.79,0.8,0,87.7,10.46,8.21,87.58,102.39,1096.48,3.42,214.39,6.16,228.16,17.23,250.5,8.06,7.99,5.05,96,74,1041.3,1034.9,100,0.6,91,0,100,0,100,0,7.9,0.51,14.49,0.8,43.32,2.88,19.08,2.16,TRUE
2400,2016,12,25,0,0,7.86,72.08,1036.48,0,0,71.83,29.62,32.46,63.92,138.62,1120.51,13.57,260.96,20.47,260.82,46.64,271.87,24.11,10.78,6.08,88,55,1038.7,1032.8,100,0,100,0,100,0,100,0,20.52,5.15,24.88,12.73,55.44,35.37,28.44,15.12,TRUE
2404,2016,12,29,0,0,1.25,81.75,1042.4,0,0,2.54,0,0,2.54,551.38,1792.46,7.12,183.15,9.96,199.75,26.06,100.55,15.58,4.06,-0.66,92,73,1045.4,1038.6,15,0,0,0,0,0,15,0,12.24,3.26,21.76,3.1,37.97,18.67,21.6,3.96,FALSE
2406,2016,12,31,0,0,3.01,65.38,1037.77,0,0,0,0,0,0,574.2,1806.7,5.49,118.41,7.11,130.85,8.32,225.35,4.21,5.01,1.8,80,51,1041.1,1033,0,0,0,0,0,0,0,0,8.23,3.76,16.28,3.89,19.45,0.72,8.28,2.16,FALSE
2408,2017,1,2,0,0,2.12,81.92,1025.45,2.2,1.05,80.33,20.83,45.75,78.38,0,1139.2,10.72,251.15,13.92,270.58,33.73,222.48,18.54,4.51,-0.83,95,68,1031.3,1022.9,100,0,100,0,100,0,100,0,20.16,2.6,23.71,4.02,48.04,24.8,25.92,11.52,FALSE
2410,2017,1,4,0,0,1.74,79.92,1024.62,1.8,0.21,90.29,31.12,55.96,80.88,0,795.66,28.06,263.51,35.94,264.83,57.14,291.75,37.81,3.29,-0.12,89,68,1029,1021,100,28,100,0,100,0,100,0,41.07,11.63,50.82,17.21,68.77,33.2,48.6,23.76,TRUE
2414,2017,1,8,0,0,0.31,79.5,1032.9,1.2,0.42,94.46,37.08,51.79,94.46,69.57,1610.9,23.44,284.45,25.84,284.23,17.45,195.1,24.84,2.86,-1.5,89,66,1034.5,1031.6,100,36,100,0,100,0,100,36,33.85,9.75,38.89,9.72,26.94,5.41,38.52,6.48,FALSE
2416,2017,1,10,0,0,1.6,85.96,1013.47,8.6,2.24,85.33,32.58,73.38,85.33,0,599.86,13.39,222.93,16.83,234.23,28.51,288.7,17.65,3.19,-0.83,99,72,1021.5,1009.8,100,0,100,0,100,0,100,0,28.93,6.92,30.85,5.82,53.84,12.1,28.8,8.28,TRUE
2418,2017,1,12,0,0,6.28,76.88,1014.59,1.3,0,95,37.83,92.92,71.54,0,1472.95,21.88,253.97,28.96,254.67,53.77,263.15,35.19,9.69,4.03,91,61,1020.3,998.9,100,60,100,0,100,60,100,0,39.48,6.16,50.92,8.67,102.96,23.26,62.64,21.96,TRUE
2420,2017,1,14,0,0,0.4,83.5,1015.37,7.4,1.12,95.62,3.42,94.29,88.96,28.51,782.31,41.14,282.06,47.42,283.23,60.62,308.28,47.46,1.98,-1.41,94,73,1019.2,1007.3,100,52,40,0,100,46,100,29,57.64,20.29,65.58,22.54,86.69,35.97,62.28,27.36,TRUE
2424,2017,1,18,0,0,-1.91,66.33,1033.38,0,0,0,0,0,0,541.33,2184.06,23.64,73.54,30.44,77.06,75.33,90.55,37.81,0.51,-3.46,71,59,1035,1031.5,0,0,0,0,0,0,0,0,31.19,12.88,40.8,18.33,83.88,62.3,45.72,27.36,FALSE
2426,2017,1,20,0,0,-2.09,80.33,1033.42,0,0,1.29,0,0,1.29,540.9,2233.9,7.05,148.52,8.58,141.05,16.73,126.75,11.28,1.39,-3.99,88,69,1034.6,1032,7,0,0,0,0,0,7,0,19.19,0.72,22.55,0.72,35.67,8.59,18.36,3.24,FALSE
2428,2017,1,22,0,0,-0.39,78.71,1027.53,0,0,3.99,6.96,3.62,0,539.53,2352.27,5.27,147.11,10.87,163.55,14.36,119.96,11.35,2.2,-2.38,86,73,1029.8,1025.5,25,0,29,0,25,0,0,0,7.7,2.31,19.3,0.8,23.89,2.9,18.72,2.16,FALSE
2430,2017,1,24,0,0,-2.21,83.88,1028.05,0,0,81.33,13.96,45.42,79.29,129.57,1992.71,7.4,267.72,8.52,265.56,8.41,65.23,8.28,-0.01,-3.67,91,70,1029.5,1026.8,100,3,100,0,100,0,100,3,15.72,2.62,19.39,2.31,26.01,2.28,19.8,3.96,FALSE
2432,2017,1,26,0,0,-1.29,77.5,1025.5,0,0,0,0,0,0,560.41,2426.14,17.99,119.96,27.92,121.18,9.24,214.23,14.78,2.42,-3.9,83,69,1027.7,1022.9,0,0,0,0,0,0,0,0,22.22,13.04,33.37,22.86,15.84,3.76,34.2,7.56,FALSE
2434,2017,1,28,0,0,4.62,73.04,1018.39,0,0,37.46,31.33,37.25,4.17,360.74,2512.47,8.37,141.99,13.63,145.81,11.11,193.9,7.34,9.06,1.45,92,56,1021.6,1016.6,100,1.5,100,2,100,0,100,0,13.85,3.1,26.57,3.32,21.6,2.81,15.48,1.8,FALSE
2436,2017,1,30,0,0,6.11,78.75,1018.28,6.4,0,92.79,42.96,84.04,74.38,0,670.17,14.96,197.49,21.69,214.58,52.82,254.18,29.2,9.34,2.44,91,62,1023.3,1014.7,100,6.9,100,0,100,2,100,0,25.86,8.71,35.08,7.59,72.01,23.51,41.4,18.72,TRUE
2438,2017,2,1,0,0,9.57,87.79,1016.8,4.6,0,59.95,17.17,45.79,45.38,437.73,2607.7,5.99,125.06,7.23,145.21,34.71,258.12,10.42,12.9,6.65,97,78,1018.4,1015,100,3,100,0,100,0,100,0,9.75,2.28,17.23,1.14,54.39,13.76,16.56,4.68,FALSE
2440,2017,2,3,0,0,8.71,71.96,1008.67,4.5,0,84.42,21.29,74.33,75.08,219.57,2473.31,12.49,193.15,17.45,206.17,42.79,239.04,25.2,12.27,5.87,92,55,1011.3,1005.5,100,0,100,0,100,0,100,0,21.14,5.4,29.36,4.74,64.44,13.04,33.48,16.2,TRUE
2442,2017,2,5,0,0,4.5,80.67,1002.31,15,0,84.79,62.88,73.5,73.46,0,849.95,12.84,172.7,18.95,184.23,34.41,243.35,19.39,6.29,2.16,92,71,1007.2,998.5,100,0,100,0,100,0,100,0,18.29,7.29,26.71,9.03,63.5,13.98,33.12,12.24,TRUE
2444,2017,2,7,0,0,4.17,85,1017.92,5.8,0,62.08,30.12,58.29,44.08,107.56,1746.18,6.77,125.57,9.54,135.26,11.25,167.12,9.07,7.59,0.96,93,65,1019.9,1015.9,100,0,100,0,100,0,100,0,17.6,1.61,20.07,1.3,28.86,1.08,16.2,3.96,TRUE
2446,2017,2,9,0,0,2.76,79.42,1023.55,0,0,71.68,31.71,50.67,40.92,280.74,2957.47,6.18,179.87,8.39,170.18,21.82,84.79,9.97,7.55,-0.79,96,58,1025.9,1020.6,100,4.2,100,12,100,0,100,0,12.9,0,19.81,0.8,39.61,7.64,16.56,5.4,FALSE
2448,2017,2,11,0,0,5.64,73.88,1020.42,0,0,82.5,1.83,29.96,82.5,230.43,2694.92,12.79,122.85,18.02,128.92,20.36,200.1,20.16,10.83,1.74,93,50,1021.9,1018.5,100,0,11,0,100,0,100,0,18.71,10.09,28.4,11.3,31.21,5.5,30.96,7.56,FALSE
2450,2017,2,13,0,0,4.59,78,1025.5,0,0,3.62,4.17,0,3.08,598.29,3187.09,8.92,97.31,13.22,128.3,31.43,107.82,18.24,10.29,0.5,90,60,1027.6,1022.8,24,0,18,0,0,0,24,0,12.77,3.32,22.57,2.16,46.47,11.53,26.28,8.28,FALSE
2452,2017,2,15,0,0,8.15,72.38,1036.88,0,0,0,0,0,0,619.27,3224.47,4.38,162.75,4.73,177.61,16.26,294.53,4.41,13.96,4.41,88,64,1039.8,1035.5,0,0,0,0,0,0,0,0,7.49,0.51,9.42,0.8,27.06,5.96,9,1.08,FALSE
2456,2017,2,19,0,0,5.18,77,1026.86,0,0,6.66,0.25,0,6.58,691.13,3490.58,8.84,180.67,13.44,200.63,27.16,244.12,13.99,10.67,0.25,93,60,1029.3,1024,92,0,4,0,0,0,92,0,18.89,0.51,21.39,1.61,39.76,6.85,23.76,3.6,TRUE
2460,2017,2,23,0,0,11.73,65.5,1008.34,0.3,0,67.72,44.79,51.29,17.12,388,3611.62,20.66,265.32,28.01,263.37,72.48,259.85,41.61,17.72,7.36,78,40,1015,1002.6,100,0.9,100,3,100,0,100,0,36.26,4.45,48.27,4.9,88.75,54.89,56.52,25.56,TRUE
2462,2017,2,25,0,0,4.74,75.08,1021.92,0,0,27.69,7.38,0.04,25.54,584.32,3890.19,7.47,136.51,9.8,155.08,12.59,131.43,9.78,10.6,0.12,97,43,1024.1,1020.4,100,0,24,0,1,0,100,0,14.19,1.02,15.38,3.4,19.64,5.8,13.32,1.08,FALSE
2464,2017,2,27,0,0,9.92,55.75,1008.26,0,0,28.48,22.17,21.92,5.96,552.38,3870.61,17.96,194.02,24.52,216.42,50.95,245,32.98,15.83,5.27,73,42,1015.2,1000.8,100,0,100,0,100,0,100,0,45.82,3.32,59.83,1.08,111.99,17.1,70.56,14.76,TRUE
2466,2017,3,1,0,0,6.13,72.54,1009.23,1.7,0,59.93,16.88,40.92,53,237.54,2576.55,36.22,245.21,46.54,245.59,79.16,258.16,50.88,10.56,2.62,85,56,1012.5,1004.9,100,0,57,0,100,0,100,0,44.65,23.68,56.2,32.9,102.69,60.55,61.92,41.04,TRUE
2468,2017,3,3,0,0,7.87,65.33,1012.59,0,0,68.03,69.92,61.42,6.96,18.74,3343.73,16.23,120.92,25.23,123.4,19.17,198.39,18.61,15.08,1.07,91,46,1021.1,1005.1,100,5.1,100,1,100,0,85,0,22.91,7.63,33.25,8.7,29.83,3.62,28.08,2.52,TRUE
2472,2017,3,7,0,0,5.38,78.58,1017.47,1.5,0,64.67,4.79,28.12,64.67,377.6,2069.25,19.6,279.58,26,282.89,41.17,309.02,26.32,7.75,3.51,88,63,1024.6,1010.7,100,10,62,0,100,0,100,10,27.05,10.51,35.58,19.72,66.71,19.34,37.08,12.96,TRUE
2476,2017,3,11,0,0,8.76,59.62,1023.27,0,0,25.6,33.71,22.29,0,440.22,4588.84,13.05,118.21,20.68,117.96,15.52,126.94,16.71,15.56,1.66,80,37,1027.9,1018.4,100,0,100,0,100,0,0,0,18.58,4.2,27.69,6.49,21.82,8.43,25.2,5.4,FALSE
2478,2017,3,13,0,0,8.09,63.42,1023.32,0,0,13.1,8.5,12.58,0,523.89,4731.24,11.02,199.92,17,204.61,12.11,139.46,14.04,13.84,2.82,70,52,1030.2,1016.5,100,0,91,0,100,0,0,0,16.56,4.74,28.96,3.62,29.2,1.8,34.2,4.68,FALSE
2480,2017,3,15,0,0,10.52,78.92,1032.5,0,0,6.11,7.92,5.17,0,651.56,4764.17,8.22,213.22,12.16,208.82,12.64,139.75,10.78,15.06,6.01,93,63,1034.7,1029.7,48,0,27,0,48,0,0,0,19.84,1.44,22.38,4.02,18.51,8.71,18.36,2.52,FALSE
2482,2017,3,17,0,0,12.34,68.58,1019.77,0,0,28.17,24.04,18.79,14.58,528.11,4619.99,14.04,226.33,16.48,251.48,40.03,271.89,24.95,18.48,7.33,79,56,1022.4,1016.8,100,0,100,0,100,0,100,0,31.14,0.51,36.58,2.52,49.09,24.01,39.6,11.16,TRUE
2484,2017,3,19,0,0,12.58,76.46,1016.85,1.6,0,93.21,62.58,78,87.38,92.55,3379.33,20.82,259.87,27.08,260.2,50.51,278.86,29.58,15.46,10.12,84,67,1018.5,1015.7,100,23,100,12,100,10,100,0,26.83,11.87,36.29,19.65,72.73,36,38.88,23.4,FALSE
2486,2017,3,21,0,0,9.79,77.58,1014.75,3.2,0,94.75,84.21,94.75,53.12,0,2599.69,13.71,271.51,18.52,275.48,34.86,272.28,22.27,13.37,6.7,92,61,1016.4,1012.6,100,33,100,25,100,33,100,0,21.48,7.42,29.56,11.68,58.21,15.79,39.6,14.04,TRUE
2488,2017,3,23,0,0,11.53,70.92,1013.06,0.2,0,51.58,37.17,48.29,25,593.83,5275.92,15.84,126.11,21.45,129.66,20.78,135.72,17.43,17.87,5.63,90,51,1015.9,1011.1,100,2.1,100,0,100,0,100,0,22.71,3.62,31.63,3.76,37.14,0.36,24.12,5.4,FALSE
2490,2017,3,25,0,0,11.15,77.5,1023,0,0,37.73,3.08,0,37.29,501.45,5065.88,7.15,167.77,9.62,184.94,39.64,90.78,16.11,18.2,6.56,97,55,1026.3,1018.4,100,0,14,0,0,0,100,0,20.91,2.1,25.22,2.04,47.39,22.71,24.12,3.96,FALSE
2492,2017,3,27,0,0,10.3,63.25,1025.48,0,0,2.35,7.83,0,0,811.03,5544.7,9.78,171.49,14.48,194.1,21.97,180.49,14.95,17.55,2.53,88,46,1027.7,1023.3,12.3,0,41,0,0,0,0,0,18.79,3.6,25.36,3.08,45.08,5.69,25.2,4.32,TRUE
2494,2017,3,29,0,0,13.8,66.58,1029.81,0,0,17.28,6.62,0,15.67,611.55,5444.13,5.09,207.56,5.51,230.93,10.54,272.73,7.93,18.84,9.4,83,45,1032.7,1026.9,100,0,19,0,0,0,100,0,7.86,1.02,14.87,0,22.38,3.4,14.04,1.44,FALSE
2496,2017,3,31,0,0,15.96,57.04,1020.1,0,0,18.57,42.17,9.75,1.25,704.31,5588.31,6.28,184,7.95,199.78,13.32,247.44,9.74,21.62,10.42,74,39,1024,1015.9,100,0,100,0,100,0,10,0,16.06,0.51,19.11,0,26.42,4.02,21.6,1.08,FALSE
2498,2017,4,2,0,0,12.01,80.25,1018.04,3.2,0,89.58,22.42,58,85.5,146.17,3183.53,7.93,219.58,11.04,223.1,16.42,117.12,13.38,15.99,8.53,94,64,1022.5,1015.9,100,10,100,0,100,0,100,0,11.54,4.02,18.04,3.76,33.24,7.95,20.88,7.2,TRUE
2500,2017,4,4,0,0,11.63,75.33,1023.15,1.3,0,29.88,0,2.5,29.88,491.03,3892.86,6.99,205.43,9.08,175.91,11.6,47.68,11.2,15.51,8.41,96,52,1024.4,1021.7,100,0,0,0,10,0,100,0,15.48,2.6,19.13,0.51,17.11,4.9,17.64,2.16,TRUE
2502,2017,4,6,0,0,9.24,70.79,1025.43,0,0,89.58,2.96,7.62,86.54,78.51,3633.87,11.59,162.39,15.34,166.01,12.06,71.02,14.81,12.02,5.76,88,55,1027.8,1023.7,100,41,13,0,74,0,100,1,24.13,2.41,30.6,4.61,27.06,4.69,24.48,5.76,FALSE
2504,2017,4,8,0,0,12.49,70.79,1023.72,0,0,0,0,0,0,736.18,6171.26,6.47,225.28,8.55,249.76,10.37,95.27,11.4,19.14,4.63,89,56,1025.6,1021,0,0,0,0,0,0,0,0,9.61,2.41,15.98,1.44,18,2.55,21.24,4.32,FALSE
2510,2017,4,14,0,0,11.89,68.96,1017.99,0,0,94.9,1.42,0,94.62,14.68,4193.68,4.82,254.84,5.59,242.98,10.3,295.61,9.26,15.23,8.86,85,51,1019.2,1016.1,100,6.6,22,0,0,0,100,0,9.83,1.08,11.84,0.72,15.07,4.74,19.8,0.72,TRUE
2512,2017,4,16,0,0,10.11,73.08,1022.17,0.6,0,95.83,9.21,50.58,79.92,45.32,3976.52,18.46,280.13,23.84,281.62,31.97,295.03,24.85,11.87,8.22,88,57,1023.6,1021,100,57,56,0,100,0,100,10,25.67,6.38,29.28,12.57,35.16,26.98,30.96,17.28,TRUE
2514,2017,4,18,0,0,5.18,68.58,1024.16,0,0,30.33,0,0.54,30.33,613.7,4990.23,13.58,185.25,16.98,131.6,26.8,167.27,20.04,7.53,2.39,96,45,1028.3,1021.5,100,0,0,0,10,0,100,0,26.65,0.8,28.82,0.51,36.46,17.3,31.68,2.52,TRUE
2516,2017,4,20,0,0,4.04,57.67,1035.62,0,0,38.08,0,0,38.08,252.48,5815.26,7.79,100.72,10.87,87.04,22.68,77.18,20.64,10.49,-1.98,81,38,1037.4,1033.2,100,0,0,0,0,0,100,0,16.6,0,20.47,2.55,39.21,6.57,32.4,11.52,FALSE
2520,2017,4,24,0,0,10.82,58.79,1017.14,0,0,6.31,7.83,4.88,0,882.73,7047.91,7.9,177.1,10.7,180.8,17.92,190.87,16.14,18.73,1.62,77,42,1023.6,1010.1,70,0,39,0,70,0,0,0,14.35,2.62,18.1,1.48,33.11,9.03,23.76,9.72,TRUE
2524,2017,4,28,0,0,7.4,63.08,1014.59,2.3,0,71.96,0,70.83,51.92,258.85,4681.4,16.02,319.15,20.44,308.57,33.67,175.53,22.61,10.87,4.35,83,44,1019.3,1012.5,100,0,0,0,100,0,100,0,24.01,5.8,27.55,8.77,52.81,17.15,30.6,15.48,FALSE
2526,2017,4,30,0,0,11.11,58.96,1011.4,0,0,24.43,23.29,21.92,0,694.47,7171.62,14.37,117.06,21.63,118.96,16.99,145.23,14.67,18.83,2.29,79,37,1016.3,1005.6,100,0,100,0,100,0,0,0,20.45,9.22,29.16,15.88,30.68,4.9,21.6,10.08,TRUE
2528,2017,5,2,0,0,9.21,69.62,1017.27,0.9,0,52.38,4.17,44.62,33.83,389.48,5574.96,9.43,202.31,11.98,216.31,15.85,242.61,13.59,14.64,2.9,85,48,1019.2,1014.4,100,0,100,0,100,0,100,0,18.36,4.35,20.19,6.03,38.72,8.31,20.88,3.24,TRUE
2530,2017,5,4,0,0,11.1,73.12,1016.17,2.8,0,90.08,3.62,84.04,71.75,0,3873.28,5.58,200.03,6.4,203.99,6.61,234.98,6.96,13.96,8.37,88,55,1018,1014.7,100,24,15,0,100,10,100,0,9.29,1.14,13.22,2.19,15.58,2.6,11.52,2.16,TRUE
2532,2017,5,6,0,0,13.38,73.58,1010.43,5,0,87.71,27.75,84.33,70.33,3.19,3929.35,14.29,177.23,19.37,179.72,29.85,177.3,19.88,21.26,8.57,85,45,1013.8,1006.2,100,0,100,0,100,0,100,0,27.02,2.9,34.63,6.52,68.07,2.31,37.8,8.64,TRUE
2534,2017,5,8,0,0,11.67,78.46,1017.74,2.5,0,100,13.67,51.25,100,0,4296.92,15.18,298.13,18.79,299.75,25.46,319.46,17.34,14.44,9.15,93,63,1019.7,1016.8,100,100,100,0,100,0,100,100,22.01,9.89,25.01,13.45,40.1,18.86,24.84,13.32,FALSE
2538,2017,5,12,0,0,15.66,70.58,1003.46,4.2,0,84.5,61.33,80.42,68.83,197.23,3403.36,7.4,247.94,10.6,252.45,24.89,247.41,15.93,19.24,12.51,93,51,1007.4,999.3,100,29,100,14,100,29,100,0,17.5,1.48,25.38,1.08,62.9,2.31,33.84,4.68,TRUE
2542,2017,5,16,0,0,18.19,63.29,1027,0,0,7.8,11.67,0.04,4.62,757.13,7638.87,9.18,113.81,14.01,108.87,13.51,85.06,14.62,24.33,11.64,82,47,1029.6,1024.3,100,0,26,0,1,0,100,0,13,5.5,19.88,5.51,23.62,7.75,20.88,9.36,FALSE
2546,2017,5,20,0,0,11.73,69.46,1021.9,0.3,0,20.83,0,0,20.83,560.68,6132.1,6.86,220.37,7.8,223.45,14.96,273.02,9.72,16.59,4.97,88,53,1025.2,1019.4,100,0,0,0,0,0,100,0,11.28,1.94,14.48,0.72,23.94,4.69,14.4,4.32,FALSE
2548,2017,5,22,0,0,17.03,66.92,1017.83,0,0,14.71,25.54,11.38,0.5,782.02,7942.36,5.14,161.26,6.61,166.39,10.8,201.92,10.2,23.84,9.16,88,46,1021.1,1015,100,0,100,0,100,0,7,0,9.83,1.14,14.97,1.44,34.9,4.1,18.36,2.88,TRUE
2550,2017,5,24,0,0,18.3,64.25,1021.59,0,0,33.46,29.62,3.21,26.33,690.73,7770.59,13.24,310.69,18.18,302.08,17.71,83.15,16.71,22.45,13.82,90,43,1023.1,1020.2,100,0,100,0,50,0,100,0,19.92,4.51,22.82,12.66,23.4,11.02,23.76,12.96,FALSE
2554,2017,5,28,0,0,24.51,59.12,1017.57,0,0,11.85,17.83,9.33,0,711.9,7701.17,5.33,171.6,8.04,166.33,2.47,179.46,5.13,30.02,17.57,86,37,1018.9,1015.4,100,0,100,0,100,0,0,0,8.91,2.04,20.87,2.81,4.02,0.72,10.8,2.52,TRUE
